1000 10000
197 425 -99
550 722 37
354 818 -92
659 661 12
297 634 82
163 722 -47
49 497 33
360 439 -21
573 909 97
122 487 -98
304 892 -59
824 902 -27
472 511 -17
266 584 -64
114 250 27
610 801 65
374 915 -98
350 402 -73
241 633 72
808 901 -27
245 763 64
329 862 -29
409 931 77
210 644 -60
558 611 -80
454 960 67
92 438 -92
72 992 75
140 317 51
133 821 -4
382 542 -41
377 402 -36
364 817 96
271 964 74
56 920 -56
532 991 -4
23 308 -36
440 693 -44
74 938 -86
691 823 -88
640 685 77
1 604 20
329 523 57
662 860 -23
321 360 -76
52 374 44
232 311 79
54 368 -7
137 404 5
740 979 -14
307 673 -27
3 686 0
363 829 18
202 563 -94
146 874 65
593 625 -43
761 902 3
619 880 13
593 643 55
596 808 33
637 804 74
367 670 53
271 895 62
659 895 -87
560 643 -6
613 620 -79
565 736 82
268 543 -20
72 247 20
268 774 -52
45 68 -53
541 726 -97
535 804 78
458 775 -53
193 688 49
670 956 -17
690 917 19
464 524 97
51 591 1
799 943 3
434 602 -76
730 892 66
418 917 -22
493 938 54
182 326 -89
87 849 7
138 710 6
508 763 8
196 237 -89
256 967 74
524 749 59
241 266 -14
56 591 -70
143 979 29
40 689 -62
324 451 7
197 560 84
311 805 12
59 424 88
456 689 -25
196 511 -69
526 651 -87
339 403 -63
726 823 -86
223 372 14
479 533 -2
644 903 -41
19 451 -21
215 643 17
293 657 8
59 472 19
294 558 -24
639 780 91
47 117 -6
200 690 61
183 219 -3
473 825 -75
130 884 99
355 520 -75
429 800 -16
209 790 23
255 830 28
30 590 86
124 590 83
259 415 67
495 868 -34
110 739 0
218 261 26
778 951 59
132 288 -78
229 465 11
406 495 2
106 770 14
150 637 -99
353 611 93
620 922 -24
636 922 81
760 923 -17
224 382 -5
208 876 0
330 867 31
16 84 -92
788 938 -1
557 826 -58
814 840 35
505 599 90
796 886 53
306 356 -45
525 730 1
46 165 69
423 983 11
249 770 21
957 961 -48
91 813 -83
589 887 63
247 961 -77
279 690 13
325 884 -56
306 520 97
641 919 -18
227 820 10
910 946 89
605 887 -40
18 565 -54
268 297 -11
321 503 -78
477 840 -65
737 747 32
556 944 -16
158 889 -64
705 762 58
723 865 -31
485 744 -42
64 621 -98
449 565 34
168 301 72
111 589 -23
98 340 -77
45 88 -83
116 305 -40
183 859 26
155 978 75
542 911 2
78 727 0
667 776 89
116 719 21
159 805 -81
272 822 2
81 356 2
58 579 -16
489 671 43
397 896 -56
24 346 -77
151 417 -1
308 983 -88
156 343 -8
423 463 -71
41 541 -82
279 563 45
526 902 -25
600 904 38
40 406 -93
22 682 -91
352 376 38
763 814 -81
117 303 -34
181 747 75
434 902 -72
157 211 51
45 251 74
78 918 0
191 269 54
936 953 -87
375 404 23
351 907 73
298 604 76
508 828 73
225 300 33
217 886 -58
76 413 -69
700 910 86
162 284 56
82 513 80
379 957 -27
137 253 -47
81 552 65
176 966 55
225 940 73
134 760 -46
274 403 57
485 839 -4
147 184 -52
436 801 -94
713 881 -57
765 888 91
342 365 -18
476 617 -43
19 553 -37
391 843 21
26 874 71
26 519 -3
314 583 56
78 400 -48
764 819 -45
435 841 91
281 393 11
123 785 -24
548 659 65
169 418 41
398 482 21
149 822 29
641 927 -54
767 898 83
178 948 -46
23 732 4
170 922 77
338 719 90
469 512 -30
334 412 80
87 339 -3
40 984 -67
339 966 16
21 340 63
190 941 52
659 995 -98
507 781 47
192 328 68
324 414 -38
306 715 -12
130 272 -74
502 638 23
528 930 22
523 973 -18
753 866 71
545 792 77
467 516 57
670 821 33
151 708 -6
630 697 95
158 618 65
336 590 59
201 983 -88
126 166 53
33 463 72
359 484 -48
407 418 -38
37 686 91
9 303 76
344 988 36
322 925 -39
45 443 -89
515 859 -79
681 873 28
87 319 -55
4 200 19
208 948 0
837 935 46
113 439 -53
444 835 29
61 958 87
68 741 70
579 738 -53
674 778 -49
2 621 87
335 838 62
125 217 -56
12 238 -51
298 391 -49
458 972 -69
223 902 -86
248 388 -67
255 389 27
642 941 -79
736 858 -23
27 325 88
418 690 -63
14 285 -73
412 860 -97
152 665 26
271 806 17
349 448 -75
299 436 77
418 678 -32
449 460 -72
733 798 90
388 562 -50
404 729 -3
721 887 37
421 513 41
164 219 -14
637 700 38
148 663 71
362 461 75
102 578 -85
306 689 82
120 762 76
219 633 37
4 789 -87
703 978 23
495 640 33
209 609 24
186 910 -65
49 951 86
263 520 44
634 833 98
615 622 -41
116 975 5
531 935 84
503 792 13
700 903 4
315 402 -73
35 224 67
166 214 15
139 257 33
492 583 -81
22 266 -87
120 653 58
415 705 -43
369 816 -16
285 944 -77
293 802 84
549 770 -96
178 261 98
338 796 -98
343 409 -36
732 823 -16
452 933 -44
122 569 3
240 415 -12
9 262 97
148 439 54
405 838 0
789 813 77
346 872 -29
278 874 -68
324 347 -71
563 637 27
577 898 92
76 799 -21
204 774 43
373 562 -54
684 718 58
879 909 97
169 203 -19
499 805 39
427 584 -89
383 663 66
308 935 -84
943 991 51
249 821 -58
578 769 91
429 531 -26
16 115 -56
30 476 -33
38 386 16
1 693 75
679 943 86
279 497 89
74 333 72
599 864 8
417 967 77
611 892 -64
348 681 -52
34 228 79
259 418 -42
285 914 -83
556 617 92
507 901 -60
338 669 -71
300 336 40
93 369 91
523 673 -28
524 940 -66
403 808 90
310 383 7
120 283 91
164 810 -63
704 851 -59
149 203 -23
405 725 50
569 928 -15
707 971 -61
441 821 47
792 941 26
242 955 -61
22 297 -27
51 224 -16
455 719 63
288 832 19
34 890 41
206 690 4
481 783 -46
24 161 -42
182 670 -16
73 734 -56
21 452 -60
204 432 0
817 942 -73
179 983 -19
119 313 0
279 896 60
477 917 -15
562 625 67
480 645 7
263 508 43
417 802 1
621 947 98
551 739 -47
446 660 -27
44 136 2
668 922 66
574 753 14
434 858 -94
274 548 -69
168 320 -31
131 871 74
103 790 -81
437 498 -25
444 710 -31
18 746 -29
603 924 36
406 471 47
631 726 47
761 875 14
329 349 26
504 785 93
577 948 -7
137 322 18
155 412 2
560 951 -23
823 933 31
697 847 -94
195 773 -1
247 629 75
823 836 43
362 972 70
274 516 -68
192 576 11
15 295 -52
141 500 -39
624 993 16
193 240 78
28 774 -9
32 487 85
55 305 80
598 844 39
138 644 -26
143 466 -16
334 458 -69
878 901 -14
26 724 -58
45 755 65
451 998 42
734 841 -63
378 742 60
277 559 89
712 962 -68
583 612 -46
306 406 0
367 802 74
170 716 -2
366 903 38
199 459 -55
827 845 -36
505 908 -30
87 778 7
8 535 6
682 726 38
293 851 -49
11 940 -36
138 944 37
140 574 55
430 787 65
425 916 58
117 433 36
427 798 98
300 719 -56
239 545 49
488 739 -43
312 851 -73
592 637 7
16 218 52
334 841 57
267 908 34
208 291 17
835 967 77
705 921 48
123 974 59
67 565 -62
368 636 79
208 337 -52
245 639 63
581 930 52
548 830 37
102 738 -23
711 783 35
202 350 -7
587 717 -57
276 610 2
266 601 26
846 979 -44
161 434 0
24 171 85
158 173 -8
523 716 -47
654 705 -66
667 969 -51
178 234 95
509 792 -27
226 228 29
603 768 -28
137 940 70
18 204 4
271 723 -37
240 642 -6
154 819 -7
136 945 46
629 715 17
396 898 -29
387 900 0
270 905 98
175 289 83
90 930 42
243 550 -78
37 125 60
105 330 72
227 554 -86
687 805 54
353 943 -16
852 993 34
529 941 -21
152 430 -25
486 628 -21
167 694 -31
247 770 -57
264 808 76
245 968 -18
97 805 -33
255 333 75
701 758 79
538 853 17
701 898 47
157 471 98
375 420 79
950 971 -99
754 933 7
83 188 -50
135 483 81
335 799 -26
174 852 27
331 626 50
352 682 -40
540 631 40
473 548 72
724 982 7
206 990 38
140 865 -23
204 391 -63
181 615 -73
15 648 -6
299 554 13
539 847 88
262 697 -95
38 786 -9
186 651 -67
183 389 -12
638 797 -52
11 652 74
310 440 34
324 978 -86
20 334 -60
120 471 84
8 104 13
287 978 -15
121 615 -30
131 305 75
462 745 98
338 785 16
671 777 63
501 599 14
128 604 52
21 105 76
141 907 -41
217 564 66
30 417 -32
749 754 -21
238 878 17
533 738 -33
12 786 -34
158 611 39
581 869 24
149 391 90
176 807 -43
18 276 -36
255 606 80
414 490 35
551 970 -69
509 932 -57
441 982 -83
675 724 -17
202 814 -42
131 831 -81
88 314 79
79 167 -78
48 489 88
399 908 71
156 380 87
757 830 -85
570 780 10
192 910 -87
319 857 -25
4 486 63
403 604 44
2 317 60
472 648 -36
174 405 34
245 953 25
789 913 -9
136 232 -31
491 847 93
138 450 6
268 454 -84
267 373 -80
546 667 96
74 264 62
338 624 -99
111 331 88
177 382 -98
105 520 -29
724 966 -53
234 338 -60
9 901 35
82 850 66
473 966 39
329 649 -88
62 87 -2
543 584 -57
563 901 56
269 796 23
278 611 -62
129 460 -81
447 822 -19
460 502 -70
426 898 95
9 105 57
314 667 98
675 935 61
637 776 -73
108 905 -80
929 952 96
411 419 95
191 844 -98
157 647 -65
316 822 78
692 990 -18
467 945 -74
52 807 24
573 758 12
160 992 -78
277 351 -90
785 856 -13
172 844 -13
385 535 -90
565 681 75
500 723 14
425 879 50
38 881 53
510 697 88
454 552 -51
297 318 -39
430 702 82
258 347 -16
110 231 52
109 603 52
606 836 -37
302 678 41
131 594 -31
263 571 60
353 495 -48
105 865 18
371 447 -98
326 751 -3
641 708 56
550 670 66
143 198 -29
121 890 -71
385 472 -70
336 641 53
12 152 -87
254 444 0
84 409 21
888 958 -56
187 438 8
428 633 29
104 552 51
57 192 -24
560 965 -42
408 443 -25
447 851 -47
205 687 60
469 743 32
101 414 -85
337 965 47
272 394 -62
236 305 -17
243 748 37
41 785 -57
18 341 -53
839 938 -56
351 642 -46
194 330 -74
237 818 -79
497 893 47
91 237 -41
21 699 61
69 467 -47
456 757 -96
44 97 -25
589 652 52
232 240 10
210 728 23
65 446 52
115 566 -30
31 32 88
486 638 -46
33 724 -60
375 565 78
189 797 44
220 398 -45
50 636 -11
543 615 84
374 573 85
363 384 -43
56 107 -66
621 745 -45
542 933 43
689 762 -75
738 888 98
782 784 1
509 839 -14
222 459 16
866 983 63
80 309 53
202 898 -45
273 586 63
160 914 -78
432 697 -97
270 465 -78
747 923 21
82 385 -25
45 879 -23
776 921 12
194 976 -40
471 890 97
903 995 46
459 625 -14
724 888 -72
625 850 -16
192 728 66
113 532 20
661 859 9
7 131 -37
354 884 4
571 860 -48
458 473 38
322 407 -2
599 721 -7
528 604 -67
188 377 -9
599 736 -2
259 834 55
204 829 -27
28 719 -71
125 526 -1
247 709 84
152 237 11
874 881 45
501 824 59
715 759 50
271 330 29
1 48 -46
527 748 -46
32 456 25
535 990 -19
265 863 33
493 765 94
45 560 66
96 727 26
125 448 97
224 545 49
776 928 74
117 246 -80
314 863 -67
63 159 53
20 459 -98
377 467 -58
608 854 -39
42 504 -59
169 887 -96
132 177 14
842 982 72
44 178 -68
198 319 38
349 696 -29
522 957 76
437 563 -42
191 675 14
367 981 51
124 962 59
301 628 11
250 947 17
499 951 -93
20 870 17
312 658 63
30 502 89
116 987 32
197 835 -56
150 685 -52
123 372 -37
434 654 64
35 554 -54
546 582 -23
397 403 -96
54 583 45
150 555 71
624 961 58
75 966 -96
203 628 0
137 524 84
331 612 -40
9 738 -82
143 780 -9
282 533 -26
337 846 -13
10 411 14
213 615 -13
98 490 55
697 709 -55
786 939 11
70 221 -27
6 106 -7
273 694 12
283 628 -44
594 758 46
654 855 6
350 863 -83
347 801 65
446 920 -72
451 532 -26
439 804 51
418 797 83
182 554 -98
405 836 -75
11 267 -23
358 789 -92
234 917 0
448 627 -32
417 484 -88
324 632 97
348 858 -97
752 973 -32
956 983 40
97 133 67
49 620 17
250 598 -98
86 139 0
750 814 -53
97 551 18
352 875 21
63 307 0
221 547 84
802 840 94
404 893 -3
4 383 -4
459 753 -22
342 361 99
322 693 -44
697 736 5
190 917 -28
24 343 45
268 349 -85
704 791 50
473 601 -55
166 407 95
80 992 -60
41 666 -48
29 207 -16
404 962 98
584 662 -25
374 928 23
179 400 86
834 938 -74
687 826 31
352 632 25
660 943 10
256 809 86
112 392 85
39 510 42
40 729 -6
563 834 93
177 520 8
160 834 -32
776 943 33
320 751 -52
638 783 -63
406 499 -62
487 669 -66
854 860 91
388 800 -48
81 633 -17
24 951 43
271 796 -71
433 935 25
188 693 -21
208 688 78
70 900 -38
87 869 -85
167 903 12
205 756 -19
551 991 79
105 278 18
440 644 -47
479 726 15
147 754 -16
554 840 -18
808 832 47
587 919 38
718 910 -24
174 795 -7
586 655 18
732 987 93
162 740 43
462 715 37
645 837 84
723 756 -72
249 792 -2
43 710 32
504 716 -42
188 490 -75
349 919 -7
732 745 -87
525 934 -11
384 599 -52
632 907 54
488 968 -52
47 343 28
156 235 -59
220 426 -97
316 637 -84
196 513 36
641 931 1
208 547 86
47 591 -47
28 638 19
183 280 5
803 851 16
353 792 14
703 901 -14
268 344 44
331 476 7
7 274 -10
35 130 -33
761 939 -76
94 293 -28
645 895 -39
307 597 75
472 574 -85
802 993 -22
833 999 -36
314 470 -1
409 778 36
422 517 37
277 411 62
690 935 -50
161 888 8
831 880 -40
77 663 -66
899 920 -2
49 791 11
249 308 87
850 877 28
432 539 -19
228 319 -63
59 104 -32
99 533 0
19 155 -40
946 952 -88
200 776 73
455 625 -38
886 910 12
138 576 5
32 590 71
689 725 -45
786 879 24
13 737 79
788 806 14
306 612 -77
215 490 3
418 862 -2
451 927 -63
651 709 -96
674 846 4
38 836 20
287 641 40
219 944 -99
60 856 -13
717 817 -28
743 992 -57
206 700 -72
329 879 -77
50 165 -45
386 689 60
212 956 41
67 708 -95
825 876 1
311 816 13
516 986 -63
315 594 -14
460 643 -38
99 197 -66
160 311 -19
67 867 63
517 891 -10
424 827 25
41 762 87
454 634 -57
596 913 10
47 329 -13
485 489 -36
551 652 48
159 168 51
129 935 39
169 479 -22
732 933 -82
93 679 -5
422 919 32
222 403 15
416 873 -98
302 575 -37
777 782 55
30 256 55
238 761 -83
683 690 63
948 960 -16
169 684 19
100 470 85
123 875 85
441 652 -56
365 470 45
181 954 19
535 870 90
483 807 -95
843 915 47
533 736 66
204 760 -12
21 644 -20
737 818 -45
65 998 77
600 769 0
296 927 -87
210 536 -61
380 420 -53
583 618 40
961 990 -41
152 446 -46
566 747 -87
27 42 -64
27 914 98
52 758 -63
21 805 69
117 312 -87
750 856 -73
72 302 -54
594 818 -62
28 973 64
63 406 -18
435 466 54
477 591 -46
140 935 -4
30 790 -41
101 848 61
442 724 79
103 644 50
58 870 -22
229 656 59
207 705 51
141 609 32
226 638 -24
73 738 7
813 840 78
282 835 -74
151 797 66
127 378 2
333 706 -77
314 362 53
587 830 -89
567 697 76
507 888 -46
421 788 66
570 733 -46
849 859 -31
361 555 14
74 121 18
508 950 -22
557 899 47
246 405 -17
18 484 -81
217 929 -84
777 969 -69
329 336 -50
369 456 13
229 436 -25
334 873 -79
450 470 -82
764 933 -25
44 662 -79
249 630 -54
405 584 60
126 774 96
422 562 -89
421 646 -84
619 870 -52
378 735 54
40 934 -49
157 534 78
561 691 8
657 817 90
78 880 -23
301 961 40
579 845 -23
223 331 42
616 744 33
613 900 -66
127 655 -97
783 889 47
120 824 85
178 784 41
22 617 78
821 947 -8
195 564 63
159 682 -75
125 808 35
13 835 -52
658 790 -3
845 967 6
814 885 35
496 705 73
42 737 34
418 710 -64
835 1000 -65
318 834 82
107 939 -35
142 783 16
378 404 7
733 899 -53
470 488 -43
208 550 15
333 559 -85
3 969 -35
871 907 -37
354 365 88
48 757 -75
581 780 -98
68 143 -39
7 702 -3
342 691 -52
240 310 5
95 462 59
448 948 67
95 347 -61
213 675 78
355 918 62
118 276 -67
459 672 62
220 911 -38
314 999 -49
298 469 -67
230 563 -22
201 442 82
97 471 54
566 575 -15
246 779 -95
535 998 80
782 885 75
251 444 -25
25 948 53
149 788 -64
236 871 -15
132 445 -76
25 262 -50
783 911 -73
402 564 75
154 197 -78
84 101 -89
223 354 70
576 639 -57
122 787 -62
163 965 -44
619 747 66
194 372 75
347 806 39
529 889 -51
234 675 -19
177 313 80
315 595 -67
512 559 0
482 767 -14
313 442 -71
247 263 -9
143 562 48
236 868 36
396 717 -84
312 852 38
363 440 -26
493 558 48
173 934 80
42 787 17
955 966 4
185 193 40
125 910 -41
181 976 -93
320 972 -86
287 812 -2
811 983 27
376 645 -26
183 962 71
376 665 -77
141 719 -8
2 251 58
397 674 -2
35 205 33
539 561 94
558 673 -95
820 855 16
94 836 17
426 812 -43
780 954 -35
90 350 -88
222 294 33
749 752 61
568 578 -39
671 757 -30
174 535 48
128 884 -69
758 974 -64
332 850 54
929 956 8
70 704 37
529 1000 77
108 637 -55
340 657 -40
767 858 82
437 707 14
744 775 66
656 844 -22
184 800 -16
72 260 -42
528 531 -4
539 945 -30
802 813 -1
602 668 -95
442 514 43
170 566 -31
48 718 -24
472 868 -20
225 750 16
521 747 -44
698 911 34
30 366 -56
895 1000 47
332 918 -68
293 379 62
183 512 -51
759 768 -52
197 514 -52
487 894 -87
144 868 -21
269 496 -25
594 600 -50
239 713 31
247 436 -14
203 967 -82
515 588 44
132 426 70
112 585 38
341 531 -93
53 277 -69
584 712 -54
289 902 34
531 876 23
14 546 -46
389 706 66
57 290 14
397 660 -39
289 810 98
745 753 -17
304 394 -61
186 237 21
134 220 91
659 925 -73
640 715 85
300 326 11
135 363 -90
261 467 76
291 916 28
402 527 0
492 974 33
259 502 -63
850 899 79
527 943 -88
120 391 -30
111 762 7
60 513 99
444 551 72
400 652 90
731 946 -89
214 532 73
3 4 61
21 467 -3
432 703 -67
888 902 38
452 711 -72
714 916 -79
769 998 -60
634 653 -66
780 990 18
801 822 85
876 953 65
206 656 46
119 366 -11
44 386 89
164 350 97
336 464 -70
241 596 79
62 565 -78
869 897 51
498 552 34
969 999 51
141 394 -92
91 843 72
195 906 -1
435 633 47
197 227 -35
188 475 41
37 629 -46
627 699 62
191 855 -27
300 945 -13
494 767 2
399 951 -74
529 911 -62
450 557 79
185 379 -42
257 429 -33
111 461 55
113 269 9
36 664 85
12 614 32
95 274 -47
3 228 -12
606 755 0
363 586 -3
359 399 -31
193 980 -67
705 857 99
532 717 15
163 979 -16
329 742 -71
435 924 -31
88 510 20
798 853 -17
237 397 -42
295 942 74
178 742 50
119 256 40
712 799 -95
780 987 80
354 867 54
172 206 92
287 761 6
633 933 -62
374 413 -69
810 884 77
674 873 66
647 805 -6
462 1000 -85
830 985 -10
69 469 -97
701 860 62
625 833 53
384 994 -88
57 807 -77
454 784 -82
245 920 61
102 224 25
124 292 69
833 983 -16
17 822 65
7 205 -75
305 813 24
89 707 -70
784 979 65
359 592 48
618 715 -92
761 802 7
473 582 -27
55 479 50
360 576 8
331 634 35
102 114 90
691 693 -72
661 817 58
166 577 -31
811 991 -48
217 751 11
21 678 26
351 563 -74
16 318 39
113 360 17
281 328 33
817 846 67
368 627 -55
470 768 22
201 788 10
437 763 5
106 946 36
6 410 36
670 686 -98
618 838 17
337 373 -10
133 140 -53
116 333 20
426 904 76
414 723 26
15 771 25
37 424 37
394 407 89
700 780 -35
832 841 1
22 956 62
540 799 20
305 399 -4
413 882 -34
658 924 -74
331 364 79
415 668 83
508 985 12
76 358 -26
599 615 -29
349 386 -96
268 931 -13
207 940 -26
458 655 -49
125 433 -17
205 530 -34
480 664 40
402 490 -91
420 557 44
496 623 13
80 863 -69
296 587 -40
44 69 -42
530 573 95
545 588 30
429 522 -65
79 262 25
692 884 27
554 997 -71
764 936 16
512 807 -27
41 775 -81
364 715 -30
848 885 -42
110 169 -40
20 212 -59
16 531 -17
286 294 5
797 934 -29
708 963 73
326 656 -16
259 503 28
779 821 8
840 968 6
424 851 57
709 816 95
749 777 45
92 171 -81
498 826 -82
756 912 -43
84 304 23
624 982 30
405 640 68
455 916 -74
45 72 62
243 296 55
793 939 99
96 850 -33
310 399 7
291 338 46
330 816 64
539 731 -90
405 610 61
518 700 23
456 723 -42
529 818 -40
149 190 41
789 838 -78
95 956 2
633 993 -64
426 749 97
295 773 42
385 496 -57
51 913 84
199 527 85
164 667 54
259 857 -58
201 823 -88
339 601 -47
111 390 48
126 458 -22
508 559 91
437 777 -93
293 648 -23
735 856 96
686 909 -55
24 455 55
104 196 -91
66 561 -10
555 976 -25
571 683 -14
218 591 -28
325 726 -31
539 763 93
345 849 70
714 952 60
131 923 -83
410 477 18
385 980 85
67 975 -25
144 158 83
48 329 -90
27 144 -42
67 627 -14
388 485 -5
244 870 19
310 946 -94
455 730 57
58 400 45
178 712 64
673 759 -98
565 737 85
391 402 -42
462 634 -65
312 759 -46
393 456 66
312 855 -86
803 841 59
310 562 3
589 875 73
968 980 -97
363 781 59
6 675 -3
170 462 68
255 834 85
410 946 -38
143 255 -71
83 745 7
5 64 -78
368 638 35
191 995 59
680 713 75
287 413 70
110 358 -17
604 989 96
86 905 -51
830 909 44
432 819 -20
833 975 -72
512 800 83
212 506 92
615 862 85
682 851 7
59 938 -35
133 240 25
199 564 73
31 898 75
159 697 -39
17 184 -29
46 67 52
100 160 34
570 970 -35
102 413 69
495 611 -6
393 483 -82
874 993 -48
409 530 91
596 896 52
407 587 84
672 909 35
84 705 -78
199 286 -86
120 221 31
446 732 -20
262 464 -59
65 359 -3
3 340 -91
11 579 -72
3 283 -40
179 288 -75
159 400 -70
343 890 -50
63 806 59
127 263 -83
75 603 -91
653 664 -10
666 903 70
82 598 -63
756 934 76
276 728 -99
790 859 99
283 474 47
139 709 -91
802 803 50
57 822 76
419 540 -17
647 826 -23
23 726 -37
234 537 -33
172 881 33
20 877 -44
31 647 43
468 820 -24
195 712 -16
193 640 88
14 578 -83
467 917 4
149 790 20
517 667 -92
164 388 -35
560 713 -20
259 337 -6
147 328 67
151 725 -39
419 597 -79
386 400 86
131 269 52
870 940 -13
4 987 98
675 857 -63
4 783 47
285 987 -21
583 801 -21
60 552 23
176 542 -2
17 116 -39
3 890 -32
148 747 82
430 931 -32
154 769 -21
306 595 -22
654 747 -28
922 983 -8
500 999 -59
390 592 81
116 739 -88
121 546 87
209 626 -67
391 803 38
489 519 5
14 502 50
10 514 -56
290 601 -89
330 405 11
651 802 -14
211 335 -56
725 847 -23
229 718 -73
476 594 -21
485 978 -60
102 267 27
191 431 72
193 940 -9
626 718 18
642 917 13
239 870 -3
715 977 -21
282 955 -87
467 736 95
657 921 -1
111 212 -2
181 721 -37
714 803 -29
41 285 -48
261 670 -57
304 997 -39
87 463 -7
7 9 70
472 625 53
591 697 47
393 829 43
92 113 -43
114 253 -91
249 783 -6
714 869 32
203 723 44
179 851 -96
296 793 35
124 331 74
423 918 59
523 603 -3
110 385 33
175 718 -80
273 277 -93
127 990 77
285 313 8
644 835 94
307 752 4
909 960 96
421 582 -98
299 731 -43
359 637 73
51 979 -8
269 715 22
103 369 26
27 783 31
94 580 32
161 183 -60
656 913 -81
644 755 59
157 568 -36
188 611 80
59 331 47
194 679 -44
258 929 0
111 613 -79
268 313 -96
67 457 -84
121 376 45
26 83 -52
84 700 -21
118 730 -63
46 716 59
40 328 -29
352 879 -56
335 741 44
213 790 -72
478 815 -11
529 533 -26
442 651 48
409 509 51
733 800 -33
343 611 -72
435 618 58
759 983 45
57 460 -75
702 942 50
496 899 86
490 659 43
29 575 -60
371 585 85
544 554 -56
154 526 85
61 563 77
114 980 -94
230 733 -16
212 575 -97
10 592 -36
222 595 71
117 980 -11
49 133 -31
109 361 -97
340 644 -86
555 729 -8
118 859 2
191 220 23
495 765 -65
474 477 22
206 526 52
202 566 -11
198 799 25
353 986 -79
734 844 31
555 924 28
401 894 68
443 723 82
187 649 32
497 741 70
295 648 -14
633 794 -20
352 527 43
258 824 41
70 762 82
418 556 38
604 623 21
119 944 -32
591 847 -15
640 936 54
640 998 -71
513 822 -58
141 626 -33
424 910 36
398 858 -8
801 842 -32
40 748 16
36 72 -48
421 572 74
84 533 -35
26 869 -41
644 978 99
9 835 -61
202 894 -28
45 994 -71
116 173 -6
681 744 81
214 318 -39
538 833 24
162 677 26
37 188 33
62 433 29
107 454 5
212 626 -61
245 296 51
613 844 99
276 676 34
952 961 84
148 519 -76
407 932 57
212 516 -63
727 777 -8
161 424 31
4 883 -89
159 924 67
405 885 49
378 923 15
26 136 -95
541 911 -34
39 796 -41
308 425 -49
308 739 92
663 913 -26
317 728 -33
106 302 -95
327 391 -87
474 653 84
269 778 53
3 203 89
283 742 26
195 605 -5
639 685 52
600 940 81
343 969 -83
321 795 -85
98 191 90
194 580 -12
191 214 93
148 399 21
74 389 -20
2 26 45
323 782 -61
102 400 -30
590 873 -54
419 805 72
166 610 -77
751 916 -39
177 912 84
282 913 -68
63 282 54
681 938 -66
621 810 56
39 530 83
113 695 -7
47 863 -66
603 958 -39
160 884 -8
216 442 61
153 528 43
148 501 -27
263 382 37
375 646 -89
656 692 27
219 258 23
384 731 39
599 901 -44
429 741 16
593 696 65
4 958 0
1 791 71
251 798 44
268 470 0
340 652 22
240 719 4
121 811 -47
168 765 -27
129 768 59
271 431 63
208 682 -26
476 727 -53
418 776 79
136 846 -28
608 976 -10
491 741 50
410 971 -79
143 193 59
350 487 -27
565 781 -54
735 908 -91
20 222 12
348 876 3
207 366 98
616 630 27
124 587 84
112 425 1
244 657 -23
315 743 7
72 334 -44
749 947 19
771 955 98
278 400 81
466 865 -48
350 578 -81
6 305 75
283 619 -63
208 354 -84
308 457 15
227 667 87
944 969 0
134 199 87
439 563 -55
71 197 12
630 698 53
506 870 54
142 888 -8
110 210 42
410 495 9
497 980 15
171 411 -26
539 593 8
62 588 -62
118 283 75
237 259 -52
695 798 -15
541 577 66
74 682 89
116 204 42
6 951 20
12 584 -89
53 918 -15
154 168 -82
214 350 8
675 927 25
708 915 -86
382 629 -57
779 931 -31
74 362 40
756 991 27
276 811 -97
160 658 46
333 924 88
838 976 -2
360 956 -56
138 641 -80
121 714 15
44 228 -2
357 994 -2
917 943 32
270 735 23
94 632 11
624 644 -33
402 764 -43
797 998 97
245 697 17
238 872 97
230 815 58
316 934 60
124 917 -44
130 767 80
325 883 -24
674 774 -79
370 750 -27
621 925 -11
507 722 22
235 655 -34
359 631 -62
44 113 -58
720 935 -25
705 708 -14
594 806 -34
146 871 -64
139 867 -1
189 374 94
171 610 -7
5 918 29
655 852 -67
711 935 -86
373 880 94
211 870 77
702 732 -59
107 920 57
68 717 24
354 635 46
360 966 96
252 735 37
460 584 -80
147 711 16
376 442 -21
431 834 -1
147 878 -71
470 583 70
436 719 -63
653 805 17
51 237 -92
9 761 81
736 855 65
285 419 -69
297 794 -15
238 263 72
536 956 36
188 906 23
616 956 9
91 976 -20
238 945 -79
102 657 -63
631 895 -34
707 868 -6
295 594 33
200 309 8
419 924 -26
548 861 61
137 241 -85
342 749 96
379 632 96
655 690 71
706 949 16
14 677 6
286 447 39
501 833 -64
94 850 -13
562 951 -74
545 823 -78
402 477 -69
107 638 -75
314 635 -13
5 920 71
236 506 -23
437 889 -84
111 803 -19
698 933 -32
99 802 36
165 439 -81
151 847 16
340 851 24
300 927 -5
43 541 -1
153 521 40
218 974 97
87 775 76
251 310 -69
156 886 -73
577 698 -13
20 349 -64
414 966 82
624 838 -54
553 597 -74
3 991 -35
313 605 44
518 842 25
567 892 -71
137 263 55
90 454 40
713 948 -49
476 852 83
479 671 -33
276 778 -61
140 647 -38
31 510 -78
986 998 19
76 560 94
496 859 0
184 972 50
336 854 -43
113 905 -49
396 540 22
401 802 -21
741 787 1
301 648 -1
143 802 20
337 771 14
107 210 -70
467 972 81
356 863 -39
61 509 12
214 802 60
214 861 63
367 536 -20
88 307 -92
297 915 -86
238 368 24
616 724 65
28 79 -30
92 292 -33
305 950 11
32 485 -73
119 618 58
884 946 -77
154 665 23
121 990 -23
68 554 -28
315 645 66
616 778 20
346 810 46
205 964 -94
150 225 -71
