1000 5000
459 611 -53
345 689 72
494 505 38
7 351 -13
219 630 -72
496 773 -66
281 884 -53
676 994 -29
486 783 70
343 479 -8
188 448 21
87 150 90
415 658 7
726 910 -11
466 961 -76
493 606 62
633 741 -2
311 327 53
110 427 59
550 866 -38
298 964 -51
375 964 -14
92 781 -40
49 903 -53
456 887 -59
118 265 30
43 490 38
229 391 29
382 878 77
345 697 -37
788 931 0
185 406 76
688 861 35
66 952 8
747 907 -1
683 975 1
416 932 54
276 393 -39
392 675 -1
578 797 -81
265 270 38
247 687 61
346 815 89
244 497 -23
175 330 75
74 668 15
59 817 6
747 888 -63
157 202 30
801 844 88
30 658 16
273 692 -69
22 498 -99
165 815 -94
801 984 29
40 646 -91
374 847 -91
217 532 95
313 561 83
205 356 -31
232 702 23
18 398 -92
170 574 -9
219 554 56
279 500 15
31 912 24
508 576 -76
713 760 7
483 991 -35
128 500 -20
583 701 28
338 488 88
104 189 64
367 390 62
291 897 -72
50 532 -78
366 414 -80
253 893 -36
465 835 63
154 552 -39
8 404 13
428 793 67
540 718 -53
423 432 58
291 845 -3
240 544 81
56 897 51
801 843 3
169 598 -32
200 596 -83
137 739 -78
569 590 -51
655 880 -1
246 535 52
431 556 -14
118 750 -89
286 923 -88
122 872 -44
361 975 -24
564 729 44
383 898 -69
74 432 -81
496 629 96
187 965 76
109 165 33
389 730 -45
223 704 28
73 951 -14
971 984 12
58 946 67
117 793 -67
303 844 -9
360 543 95
272 842 95
64 524 46
361 949 -45
11 344 -23
344 956 -90
460 910 56
567 753 75
109 571 -11
59 412 -59
6 583 -39
538 718 -52
528 548 -65
308 871 2
217 460 -42
378 670 83
593 995 69
54 981 82
22 338 -69
374 559 67
633 901 60
292 915 4
600 726 -27
611 621 -40
862 958 -68
751 843 97
219 772 -86
406 944 39
38 452 -70
367 476 87
15 427 -46
839 977 59
180 700 95
645 930 -25
769 875 5
326 376 37
25 851 -87
34 391 -75
872 935 -52
114 948 -68
945 946 -46
309 534 -16
22 408 -85
397 775 28
151 616 -27
1 903 10
189 615 97
563 666 -47
495 611 -16
333 380 -98
636 706 -22
410 703 53
281 318 51
415 536 44
29 743 -77
408 777 0
271 818 92
150 692 87
363 679 -61
65 67 -51
156 699 3
570 649 9
391 687 40
463 693 71
510 865 86
227 908 18
232 589 -77
298 730 86
143 885 81
143 891 -2
295 929 -33
906 988 -79
122 619 -59
78 845 -65
344 661 88
425 528 -5
22 887 65
129 868 -47
81 515 98
331 338 -1
562 949 -38
157 991 28
717 852 8
266 596 -35
152 401 79
620 827 87
260 839 -38
41 169 -7
598 602 60
189 754 -94
204 257 -83
469 519 -68
271 601 -3
292 427 27
130 419 34
42 459 13
639 674 -54
862 950 0
285 505 -21
143 155 96
253 743 -71
451 544 -6
841 869 -21
735 882 89
445 760 -67
394 669 41
116 305 -73
223 258 39
311 475 19
114 726 41
363 566 -60
449 750 22
546 990 -31
10 973 39
114 440 -76
336 768 95
431 568 78
293 572 -76
537 934 8
31 639 92
373 824 74
14 148 47
479 876 35
684 995 -26
251 505 -19
197 428 -4
85 114 -45
496 738 58
733 913 -1
1 98 -99
635 876 41
69 318 46
925 966 -14
162 919 -64
384 511 20
579 600 -50
52 663 -24
52 924 -88
782 910 0
147 202 -98
112 313 30
247 584 -23
757 896 -97
1 827 -20
52 145 0
68 641 -33
586 775 7
732 759 5
71 636 72
748 883 -72
522 643 -98
271 522 9
262 415 80
255 466 -62
404 422 -55
162 180 -81
149 854 -7
601 932 73
424 454 -15
695 725 -51
984 987 -94
457 802 -20
230 976 90
373 489 11
578 971 -71
97 903 25
521 541 -33
618 638 26
321 621 95
129 816 -29
21 143 19
393 483 72
344 453 -51
329 793 -13
448 870 -78
437 905 -93
578 989 82
156 512 15
532 535 84
17 957 97
653 801 -75
130 590 -8
339 389 -88
595 982 32
767 970 -77
279 293 77
180 463 37
387 771 -16
187 545 18
486 679 17
17 206 49
187 634 34
12 401 -35
657 814 91
276 981 82
367 752 20
296 391 -72
422 943 5
148 407 0
392 536 45
882 899 -21
47 366 93
346 829 -70
243 580 -69
894 986 -6
364 836 43
597 770 -73
484 919 4
152 478 88
195 734 -22
294 562 -4
888 926 -66
373 819 -78
88 475 -93
67 71 21
337 378 -86
207 927 89
613 661 41
258 898 -14
81 823 -69
454 648 -50
44 474 1
462 823 0
88 200 86
14 28 6
100 640 -47
349 962 -45
115 394 -15
114 218 91
193 614 -34
15 636 72
75 511 70
130 539 65
65 581 78
378 876 -3
319 990 -69
413 889 93
229 605 -27
216 801 35
663 858 -28
339 546 82
213 962 -52
88 356 -61
27 783 -82
195 277 -67
695 857 20
8 847 12
441 865 13
339 848 26
60 379 -90
452 734 26
234 810 25
145 438 29
402 840 64
77 409 -98
665 869 -79
6 512 10
201 736 69
652 997 -80
158 959 -67
103 649 87
50 604 83
32 934 81
262 598 10
267 373 -32
454 573 23
450 756 -63
66 531 -52
179 792 65
395 849 36
118 135 81
544 731 92
577 916 3
31 527 62
226 634 90
108 695 71
487 737 -16
605 938 10
74 392 -54
700 935 53
276 857 36
735 751 41
328 984 -70
342 678 23
431 992 96
407 596 -90
150 297 24
330 996 84
186 973 32
474 723 91
457 762 -87
456 963 49
46 954 -56
99 804 -20
395 746 -87
75 672 -65
996 998 83
227 824 70
658 989 65
416 620 -32
813 989 -24
87 746 -20
309 491 -74
332 940 28
290 765 -96
868 991 -43
510 877 -25
277 510 -20
498 598 4
343 626 -68
286 695 0
635 982 43
341 746 39
483 560 18
344 544 31
406 705 -60
117 654 90
311 742 -31
357 632 -95
291 965 17
357 983 49
568 840 -77
261 463 54
215 317 74
331 665 -16
327 848 -2
150 832 25
793 995 -9
352 359 -16
278 646 76
583 906 -59
786 797 95
213 802 55
410 412 -61
539 560 42
886 952 -77
146 662 -30
559 791 -29
142 341 22
126 518 -68
82 376 5
786 920 -87
458 830 -47
525 781 82
413 671 -31
762 972 -60
454 835 53
250 264 -78
367 535 30
130 548 -38
7 321 -21
206 734 -40
319 702 20
626 888 2
500 561 77
176 656 35
219 374 4
348 443 1
75 764 -81
223 280 56
129 276 -21
424 754 6
336 484 -6
194 491 -23
329 412 89
123 443 64
517 847 -37
819 822 9
243 316 32
151 239 92
68 432 9
699 748 -54
141 771 -59
898 969 -56
255 591 -87
73 350 -91
93 462 -60
160 370 87
68 394 81
517 941 -15
373 838 -25
13 979 -44
236 362 -69
18 459 45
462 706 -63
427 604 79
349 713 -52
268 654 -49
575 992 22
167 587 -24
146 754 78
163 224 82
281 999 -95
828 954 51
540 604 -66
223 868 -87
10 442 87
529 612 79
710 757 -45
285 328 -45
194 678 -22
21 526 84
129 451 56
318 844 -17
157 205 -41
769 874 -14
583 860 47
393 539 -83
586 759 50
284 835 -21
285 678 15
385 873 -15
258 541 -9
176 483 -37
387 685 -83
420 429 -44
396 530 -75
230 897 -28
396 574 71
132 940 -74
36 197 -32
211 222 -46
83 906 -24
70 502 -4
80 817 46
828 977 15
223 788 -99
79 574 -78
63 609 -56
103 285 66
185 343 79
412 984 19
64 319 77
498 593 40
640 732 25
156 565 -35
444 571 -94
547 813 -99
156 680 -20
15 540 46
210 476 -68
420 762 78
556 753 64
64 453 93
889 896 39
291 701 24
645 970 -74
273 536 13
100 235 -3
348 934 21
687 842 -68
139 315 89
81 203 -27
371 704 -10
700 885 -76
442 509 83
28 840 -25
500 773 26
538 947 69
261 759 -12
592 839 17
295 828 53
64 282 32
616 723 -30
8 455 76
303 507 44
602 767 70
484 525 76
75 746 28
573 882 66
163 999 -10
793 967 -86
800 816 -51
470 897 -1
663 773 -84
608 961 5
234 706 6
115 526 -68
231 876 13
23 852 14
667 966 -27
182 862 6
491 954 -14
20 803 97
405 606 88
809 930 -48
39 862 -98
65 613 82
362 578 19
543 778 66
81 621 -11
410 453 82
123 814 -76
477 932 50
249 338 -82
617 861 -37
57 978 -29
834 896 19
329 832 -28
593 863 37
337 966 51
102 443 41
324 703 -85
723 940 -52
131 582 -40
830 861 21
44 702 89
127 564 -92
444 596 71
49 813 -69
136 607 -13
666 682 43
600 836 -27
48 250 -37
227 951 -77
705 822 18
769 990 85
107 803 67
713 881 16
412 899 57
247 685 -29
286 919 -36
167 497 -54
573 988 -99
437 562 25
493 895 5
722 726 52
262 485 -24
454 947 24
724 762 19
274 928 -71
198 471 74
260 300 78
145 184 12
257 818 -44
21 79 -23
474 848 -60
132 609 67
539 758 -6
361 881 65
533 597 -25
590 780 -97
94 759 80
114 304 -65
504 526 86
10 254 -51
144 858 20
90 139 75
601 735 1
542 899 -5
344 439 -89
55 742 -46
233 933 60
412 838 -7
621 780 36
270 312 35
37 264 -21
179 288 -4
594 617 -39
1 186 -6
367 771 25
130 933 92
64 129 63
551 792 -88
262 939 10
441 668 -60
613 1000 -70
537 778 -96
122 496 18
406 911 78
391 594 54
195 496 -87
150 457 -63
817 924 56
128 275 45
257 643 21
116 792 80
160 702 42
105 849 -24
43 564 -86
102 714 98
26 756 62
235 409 -14
403 637 45
27 428 90
85 538 76
254 933 45
684 817 25
786 925 -63
32 426 61
186 277 59
265 405 5
783 848 76
154 933 -65
407 963 -91
18 647 56
220 942 -45
759 997 -89
35 49 -69
227 805 94
75 571 -10
76 276 74
591 767 -56
513 784 -19
732 965 48
723 990 61
384 390 11
610 806 32
729 744 93
371 969 -37
87 694 96
206 568 -97
346 884 -15
630 687 67
13 531 68
689 754 -9
497 755 -71
75 209 -79
254 728 -81
296 679 -46
115 376 88
744 908 36
439 758 -28
511 738 -94
493 818 -76
379 756 79
461 836 -42
140 541 -12
655 854 76
65 761 -4
234 822 28
275 323 -41
445 619 -33
165 726 -5
600 625 42
141 408 -30
207 261 -44
49 271 -23
634 952 -27
522 579 -22
208 492 -96
354 372 -29
524 954 11
742 931 -39
136 300 -63
537 839 18
142 198 77
601 719 93
160 290 78
260 996 -31
695 783 45
337 789 7
473 523 -61
80 361 -29
278 360 73
312 668 -9
40 309 53
651 937 -55
632 701 49
38 458 58
221 980 -69
652 751 -94
110 120 -28
139 890 43
929 949 -2
59 886 -62
111 565 39
70 230 44
333 591 1
711 982 -14
810 871 -47
103 758 -28
444 513 -62
8 854 -70
352 779 -84
130 361 -45
72 200 85
52 181 34
861 982 -53
436 635 64
180 430 -70
33 693 68
253 823 -8
706 734 26
713 905 38
273 764 -40
394 607 94
28 911 -41
90 264 -44
413 956 9
18 70 -12
539 776 55
603 847 -16
119 957 -42
289 351 18
199 812 -38
75 783 14
324 548 -58
394 823 -66
223 362 99
69 317 -81
24 273 -15
86 664 -4
243 897 -54
321 377 51
862 996 -39
507 685 60
81 461 -60
43 777 -38
6 418 75
91 432 -95
26 502 8
12 822 -77
226 869 57
727 818 -6
19 630 58
50 61 -58
55 886 63
317 559 35
412 497 -94
124 508 0
310 993 -93
300 480 -77
319 888 -18
377 937 12
176 614 40
86 676 -74
69 524 80
545 834 -15
462 495 6
113 836 -34
5 76 13
381 426 6
899 954 -26
601 927 35
21 968 -32
301 801 52
412 762 72
599 759 56
522 763 -37
299 744 39
466 995 -90
66 178 -69
145 203 2
503 808 44
219 917 -88
497 676 90
370 880 -84
124 975 -23
266 590 -88
443 611 44
800 813 -88
533 607 -81
122 801 92
483 971 17
714 902 -11
25 336 56
898 953 72
417 508 86
216 275 37
159 619 -49
92 343 86
177 756 -53
465 657 -78
152 587 -98
484 971 -3
242 739 -61
516 999 79
830 969 -35
122 524 73
227 877 -41
520 692 -17
107 916 50
238 854 32
95 946 33
114 297 -38
295 675 76
148 151 -68
377 811 60
178 682 66
445 617 81
366 823 -9
643 663 -82
108 921 75
252 595 -22
754 792 -70
731 954 -53
220 261 -26
189 560 -38
100 277 -30
565 742 97
473 486 54
76 878 73
21 996 63
269 727 -11
438 841 -94
349 485 -42
584 725 63
290 461 -78
285 833 57
62 84 92
79 908 -58
71 177 -42
860 890 -48
374 491 32
567 748 86
208 865 81
49 540 -55
448 623 -95
356 655 57
352 725 51
241 1000 -43
329 842 23
76 910 63
126 245 78
34 136 87
834 884 -10
668 890 23
371 675 48
674 693 -77
21 501 21
537 762 -82
134 562 -15
104 947 78
339 541 71
95 560 92
741 769 40
118 785 -59
934 970 -52
470 687 -72
248 789 -23
244 602 77
350 494 -60
353 796 -81
445 875 9
344 370 85
655 990 47
29 773 78
302 913 73
204 255 88
601 905 99
305 781 -67
655 678 -29
68 399 -63
409 763 -27
606 887 -64
590 907 -53
394 793 -7
707 994 0
68 840 98
80 97 -95
427 974 43
32 408 -10
350 964 50
710 711 -42
643 769 52
710 751 -5
1 182 -52
212 552 -35
330 931 -95
339 406 50
454 722 -80
164 723 84
189 365 -91
49 291 -32
49 237 52
388 788 -95
192 318 29
597 832 46
285 580 51
289 654 -83
327 477 96
375 381 -91
617 744 -34
483 830 72
54 373 59
558 886 90
137 795 -21
83 757 -60
83 309 -77
621 689 -82
617 716 60
286 799 -49
339 861 91
418 835 -97
629 771 -48
527 561 -20
651 869 -16
271 351 -12
626 968 35
237 263 -87
97 132 -28
966 978 24
173 748 55
276 733 -33
2 278 -60
73 352 -38
50 126 87
363 428 -64
793 911 76
153 770 -20
325 828 -41
455 727 -60
221 728 -32
223 646 -1
241 348 6
271 668 20
415 549 4
702 977 51
545 804 -86
271 499 42
72 327 -79
549 881 62
122 769 -57
391 830 -70
227 730 -39
204 743 -60
299 639 -68
311 797 57
38 989 -87
51 270 -84
94 171 35
306 923 69
762 884 -34
595 856 -97
118 893 -2
13 781 -60
402 900 -57
302 442 -13
535 649 -37
159 306 -59
246 920 79
129 840 69
24 246 24
388 737 -46
804 988 11
225 597 -13
203 225 42
361 454 -73
700 753 -7
29 233 -74
52 99 55
187 354 79
391 509 -62
928 967 -90
482 933 -75
387 550 74
234 654 -75
262 950 -64
400 572 55
278 388 11
778 926 -42
854 885 -38
767 818 28
316 355 -40
940 968 -6
918 923 -17
673 847 54
60 366 8
291 503 37
628 740 -82
63 394 -11
752 770 -81
588 719 9
479 511 -56
151 263 -31
92 980 3
595 741 17
368 652 41
353 714 -73
456 555 43
495 805 -65
283 522 -64
136 896 -98
802 987 -87
557 894 17
208 859 26
563 900 7
3 807 -95
761 807 -8
73 634 -25
924 968 34
322 726 -38
231 856 31
310 715 -62
210 523 46
525 542 19
302 380 -71
452 997 -54
641 921 75
170 552 33
396 861 11
270 510 -40
51 160 77
539 601 89
396 598 11
36 540 18
538 853 44
89 578 56
121 326 -22
216 630 -88
218 375 87
78 819 58
423 825 -88
559 962 61
96 806 -87
444 736 -37
560 916 54
396 775 29
17 965 -18
429 446 -1
242 851 82
396 800 77
165 553 31
180 355 -72
54 750 59
70 630 48
58 102 -89
696 972 -71
401 719 -41
525 917 -10
145 610 -3
228 964 -82
494 633 30
123 331 20
410 784 -39
733 864 -25
264 419 -73
336 944 8
864 945 -15
443 450 -76
159 943 -79
401 489 -48
162 740 -2
428 955 -96
122 847 50
457 511 80
49 726 13
42 498 -45
201 425 -60
177 509 -12
416 601 -32
281 843 -24
403 875 -81
115 737 63
163 977 32
371 630 -3
407 717 -58
225 924 -20
339 505 -31
786 856 73
83 107 -97
362 573 -84
669 690 50
299 606 -81
322 593 -38
516 560 22
64 806 -37
662 663 39
490 770 65
203 250 80
231 919 -3
285 836 24
615 877 55
130 174 48
687 936 -89
349 530 43
19 661 -63
296 911 -63
119 878 0
77 756 21
629 691 -27
111 676 5
362 595 -45
476 741 31
47 401 -17
234 342 -42
295 704 -83
371 857 42
170 838 77
83 845 -44
29 690 -20
504 782 53
472 551 96
39 57 62
98 334 18
306 661 -16
182 746 89
180 786 -87
827 908 16
470 764 41
293 338 -8
723 728 -60
679 820 68
691 937 67
683 710 0
495 889 73
148 542 -80
364 422 27
111 837 -8
169 559 -50
71 199 -55
8 475 63
416 536 -6
381 656 55
274 336 -17
110 698 96
534 705 9
13 873 -25
83 381 62
208 478 -34
442 893 -76
174 884 -55
220 825 -35
522 784 -51
488 662 2
26 728 81
109 444 53
88 921 -13
529 943 64
472 826 0
288 297 76
71 329 76
342 779 -68
402 506 77
197 431 -84
99 519 -84
41 402 52
305 873 -14
691 944 90
19 267 74
397 895 29
296 608 19
204 390 11
648 654 58
49 463 63
484 568 -26
53 102 49
80 947 51
39 323 88
452 526 87
99 698 76
512 840 20
214 717 -90
50 469 -74
224 873 0
426 904 -72
160 355 -33
209 411 3
76 602 -48
391 642 -6
211 233 -92
545 808 -52
368 1000 -6
271 979 -27
138 913 32
437 675 -16
117 864 -98
507 957 -46
189 740 98
403 636 9
317 770 11
295 491 -19
404 853 81
251 641 57
356 367 8
555 664 41
646 741 99
9 143 -68
325 680 7
171 728 55
589 932 54
765 839 26
120 787 30
372 694 -86
186 464 -23
547 592 -22
230 624 93
309 949 22
777 890 62
541 590 -84
715 728 -47
134 439 11
435 672 11
379 434 91
16 986 98
286 921 -15
49 430 54
371 539 -53
453 606 70
938 982 -96
769 861 -77
294 322 -99
307 350 36
270 604 18
33 373 58
263 564 53
16 724 14
58 264 13
124 444 -23
175 765 -29
118 524 -13
73 484 -61
208 721 -11
65 636 41
657 789 56
870 920 -22
313 698 -62
872 944 -50
413 865 -86
700 1000 41
153 720 81
123 570 58
131 315 6
536 929 -95
626 959 -76
128 254 -42
344 781 -2
780 796 53
301 735 58
858 917 78
485 583 41
537 765 17
847 947 -89
426 832 -18
612 621 -14
169 769 -93
152 903 37
420 868 99
193 352 19
81 789 8
735 798 31
850 981 79
795 822 85
280 963 -57
783 947 -76
428 814 -3
620 675 83
464 544 78
693 710 -9
911 989 -67
135 654 -73
684 933 -13
290 982 16
69 473 63
499 1000 38
543 718 63
779 925 11
265 580 25
151 233 -47
161 834 30
500 802 62
324 978 8
648 977 39
55 717 -58
70 979 -87
1 13 -93
164 842 -48
2 332 63
183 478 76
286 456 30
285 870 -2
113 924 46
535 735 -96
490 747 19
683 868 -10
551 774 -91
568 604 -89
853 973 -41
194 497 88
609 688 -70
219 774 29
61 149 -33
368 744 -78
869 970 54
297 538 81
269 724 78
572 719 30
406 654 -26
408 872 2
536 908 -26
631 805 -96
604 775 22
204 900 52
279 283 32
264 354 -81
269 760 41
44 167 23
450 931 -51
254 301 58
381 904 -90
96 937 -25
358 378 -16
150 973 -41
835 909 -32
508 878 3
255 957 19
130 907 41
511 984 -15
79 341 -64
51 781 -38
732 930 15
348 566 -67
171 855 -53
426 673 75
369 803 -45
353 513 -62
179 854 90
482 960 -77
565 893 -30
398 592 76
231 569 59
36 255 -28
226 404 72
739 887 90
66 833 -98
314 476 -16
47 721 12
341 445 -9
421 571 9
90 808 85
316 659 70
897 913 48
547 746 -37
374 955 40
353 705 -9
46 219 12
574 991 -44
16 731 -61
32 741 -87
436 945 50
288 982 -51
445 594 -52
149 262 46
832 960 61
658 885 19
333 388 81
365 669 -16
67 456 -1
505 706 43
648 949 49
396 909 42
156 355 12
814 885 -90
217 425 -80
149 445 -92
184 799 -22
831 872 -47
191 268 29
698 743 -64
408 627 -15
184 448 75
368 596 27
14 569 32
356 752 -9
227 810 72
352 855 -67
384 597 -11
679 791 68
126 544 -53
264 833 -33
401 666 -39
21 701 86
111 510 -44
264 965 -9
173 648 86
203 608 63
151 717 51
901 985 41
481 650 -5
182 244 -73
418 706 -51
682 813 -34
337 774 -17
233 381 -17
301 969 48
305 690 54
171 660 27
255 653 93
71 945 81
109 269 -31
42 901 86
134 904 7
224 656 86
193 346 33
513 852 18
166 964 17
751 909 -38
19 122 17
22 204 -84
108 545 -92
200 631 -10
396 824 -63
334 908 -84
298 902 11
652 702 -77
795 823 -33
971 999 50
515 995 39
626 702 -62
97 726 -26
60 311 -80
145 564 65
543 846 -37
23 338 12
215 993 -44
562 636 -72
338 535 38
260 517 -41
275 828 -30
419 996 9
891 899 31
796 922 66
363 763 72
345 398 -61
152 231 20
14 668 -12
243 288 41
251 591 -21
150 605 -11
30 753 -87
460 792 -41
156 555 27
500 706 -27
92 513 -23
686 865 9
115 883 7
840 871 37
78 252 -9
151 537 -35
563 705 29
9 414 85
100 409 77
625 640 12
522 873 -6
95 97 -3
174 713 40
536 590 -79
166 544 80
710 926 -80
349 545 -41
348 417 82
239 444 -9
950 951 30
784 978 -83
671 764 -73
906 929 61
342 615 55
238 397 -37
97 472 69
79 710 -60
380 891 -77
26 261 -27
253 376 62
158 824 61
517 617 38
366 976 11
800 981 -4
59 565 -72
50 455 -46
126 663 76
378 791 -93
555 614 58
97 523 86
425 699 52
679 758 31
322 605 -79
6 378 56
504 785 -57
575 751 19
130 657 -20
226 959 70
9 823 24
309 580 28
8 265 29
638 737 89
347 422 24
296 449 -86
259 425 34
405 569 3
228 580 -16
536 745 63
104 793 21
711 782 -31
409 608 -1
140 255 -12
299 750 -31
35 704 -47
615 864 92
557 608 -1
701 723 -1
685 785 -88
643 644 52
417 782 27
312 715 53
346 801 3
197 664 -61
105 115 -84
189 586 -42
623 732 68
726 973 -15
389 795 -41
106 295 24
95 628 14
176 576 31
416 690 88
131 354 53
214 422 -44
394 812 97
891 959 40
165 538 18
144 334 93
177 261 -2
443 945 31
86 926 -76
273 507 -29
85 579 -37
678 821 57
194 677 41
10 787 60
663 963 -23
106 456 -55
532 541 -72
654 805 -2
93 584 -82
92 122 61
455 768 -4
241 365 50
379 674 9
18 481 -17
443 549 -71
96 126 44
218 579 83
197 671 6
363 652 18
46 909 -44
214 926 98
22 656 30
500 827 -82
218 406 59
118 414 -64
135 480 60
155 459 -18
367 715 78
280 329 69
351 352 90
178 525 -69
30 742 -9
147 875 -75
361 936 87
394 958 -19
24 498 55
178 577 90
928 981 80
351 505 39
50 380 55
276 731 55
666 744 2
53 274 -75
123 983 -79
322 560 -79
261 654 95
336 611 6
385 562 18
75 293 46
170 502 72
300 775 49
283 381 49
702 729 -31
328 341 -63
322 663 -43
215 236 9
289 408 88
261 614 30
681 913 -84
61 834 -87
772 914 -68
451 685 -8
358 905 -62
119 624 -71
13 383 15
246 626 30
315 926 -84
500 824 -52
273 947 -18
280 309 -60
75 184 58
50 83 -59
95 275 75
458 520 60
397 772 -35
573 588 -86
212 406 -67
37 480 86
555 797 72
284 879 -87
558 815 -95
272 709 -77
105 713 -16
404 652 47
161 167 -35
646 922 67
70 640 -55
895 923 24
373 710 -11
81 190 -75
254 392 13
113 795 -72
208 279 2
270 481 23
261 631 -49
475 525 65
330 847 -66
871 942 62
28 685 32
140 205 37
764 993 93
169 262 -45
799 995 -56
775 821 -60
104 827 96
112 120 48
182 491 -38
477 738 51
445 821 48
594 613 -55
365 941 -89
50 139 31
228 780 -66
15 891 53
193 548 15
21 467 -90
912 939 73
533 582 -90
780 946 84
181 716 76
243 848 5
311 609 -22
538 855 -93
5 284 18
45 574 94
485 626 -81
264 867 5
34 934 -2
628 660 70
693 971 -43
231 889 -51
524 822 53
348 866 -54
185 837 12
55 770 43
155 798 20
343 458 69
387 465 -3
7 354 -54
760 829 73
460 881 36
69 301 -42
38 423 -61
836 934 -10
80 276 -71
27 544 -30
386 538 25
297 451 10
147 331 -50
546 800 72
583 687 49
620 860 13
291 837 -61
244 864 -82
560 781 65
11 776 -36
275 640 43
185 668 -46
706 796 88
654 656 24
491 538 31
567 781 57
478 823 42
598 879 32
328 518 44
347 943 -72
413 739 29
527 543 -16
93 974 87
796 930 61
161 646 16
914 973 -83
256 856 22
20 804 -38
382 809 -96
13 908 77
339 965 72
247 386 -78
31 496 -35
409 519 73
126 748 -57
548 552 33
281 982 14
144 346 90
108 516 17
48 901 11
543 548 -85
311 418 66
411 776 39
675 973 24
306 791 94
386 934 86
504 901 -98
211 552 35
110 722 -48
315 384 69
110 442 6
434 484 70
274 566 42
303 429 -52
51 285 6
143 613 84
216 733 -48
318 399 44
203 779 -55
378 686 55
750 943 -70
530 823 98
225 858 52
338 1000 -58
422 807 -64
477 909 -59
112 967 -70
178 697 -59
330 927 -87
386 504 -21
243 975 65
124 664 -7
325 931 -4
233 917 12
235 536 -44
656 713 21
509 986 -47
246 421 -16
747 782 85
258 946 46
103 270 45
19 310 49
746 845 87
161 753 48
21 348 -78
147 768 -58
244 281 23
541 770 76
374 873 -63
565 683 99
88 662 36
248 337 -3
434 684 -86
580 697 16
292 593 -48
177 714 93
550 657 -80
573 732 63
252 819 -99
503 588 -38
277 936 -24
94 973 78
179 686 -47
356 794 -36
450 869 -40
304 600 -59
555 959 88
227 813 15
503 893 -18
749 986 -41
242 927 68
35 757 90
625 731 -9
387 522 -42
183 832 -34
409 902 -95
146 414 -40
514 882 -52
475 574 -25
316 330 -96
258 399 -78
173 779 -76
355 863 -58
54 117 28
169 820 -44
402 897 -24
551 822 36
218 785 5
43 636 -3
181 808 34
93 395 -27
499 708 24
221 876 -1
117 479 -52
29 242 41
26 899 13
317 534 -44
431 849 5
185 876 57
582 892 -42
154 396 -94
874 900 12
141 354 51
65 604 -89
234 733 80
664 738 -80
274 338 -63
272 658 -34
54 381 -46
280 959 32
384 664 -41
800 931 54
164 935 -68
24 49 -17
387 981 12
447 639 33
481 828 -21
206 791 -82
224 589 72
154 180 -23
466 792 46
564 841 -85
545 951 -87
21 397 77
251 853 86
457 969 -1
226 544 -84
405 760 -16
563 903 -11
127 497 -72
260 799 8
486 633 -22
88 861 83
337 829 40
77 563 -19
488 836 40
51 252 -32
101 857 -50
469 811 -45
296 569 -88
429 825 78
161 219 -32
105 295 93
592 934 18
186 403 21
72 260 83
630 882 -79
550 820 63
644 894 -38
112 624 30
624 728 -38
558 809 -64
186 564 -79
610 915 -1
81 544 -23
252 339 74
65 232 -51
40 634 -3
42 258 -89
202 806 -8
288 991 38
202 840 46
272 870 41
560 668 -70
85 174 36
807 992 42
32 385 77
138 837 -2
425 641 -82
481 629 75
850 969 -74
397 989 -50
82 790 39
173 670 -2
105 807 39
374 746 61
354 637 -28
605 956 -62
352 865 16
565 955 49
89 354 -52
110 255 -86
360 778 -51
503 765 81
10 401 -9
317 372 -1
588 670 41
234 591 28
31 781 -65
36 704 -60
834 964 50
728 884 43
245 953 87
677 841 81
511 523 5
113 734 -82
500 867 34
556 747 -47
62 850 -27
85 323 -71
160 628 41
823 1000 18
76 345 -5
640 810 3
290 492 -28
37 928 90
129 270 -90
562 593 40
73 135 -74
793 957 33
869 891 61
117 883 56
337 407 -23
614 616 43
186 883 -55
748 848 97
272 982 -43
417 530 -43
405 772 17
426 874 78
114 854 -25
669 819 71
207 779 79
278 626 76
73 901 -97
602 841 -4
245 674 30
99 109 48
174 315 -91
195 763 -85
418 541 -57
47 534 -25
23 606 -67
624 863 -83
14 298 28
29 474 11
555 603 -72
718 810 52
227 910 -75
253 443 -71
275 539 -58
162 242 -47
228 607 -58
256 870 19
472 844 -9
654 762 98
23 926 52
531 724 -65
614 824 -45
418 593 85
144 172 -7
365 380 88
223 850 28
879 964 55
260 804 2
335 668 42
488 844 -73
11 432 -87
148 506 28
527 969 -57
138 819 24
16 732 -18
343 922 -56
699 941 75
186 401 -47
88 412 -18
235 599 -38
548 920 60
685 837 70
341 568 69
614 726 -37
265 424 -89
666 790 -28
499 877 -44
98 483 -22
382 435 5
272 328 -64
20 987 52
390 712 87
229 655 47
18 729 47
227 444 7
279 282 91
149 717 25
828 842 77
630 828 80
20 372 78
178 600 48
148 906 -14
923 943 -7
204 852 80
958 1000 58
789 799 -26
507 770 -17
878 896 -69
270 425 -45
661 769 62
270 583 83
121 164 -57
121 668 99
326 456 49
184 767 -69
14 940 36
335 561 67
582 995 -92
676 852 13
123 192 43
95 791 34
184 772 -22
302 893 -66
184 256 4
224 590 24
169 806 -11
225 845 79
700 776 98
222 986 34
169 910 -99
154 667 -36
241 922 -31
817 857 45
309 377 -29
885 961 59
11 736 72
160 996 2
421 602 33
123 620 -9
341 363 -2
200 549 51
508 781 -97
458 742 -27
401 468 -37
440 912 77
394 964 -4
86 166 5
506 660 -30
212 482 -83
